year,country,region,district,program_category,budget_amount,currency,grb_marker,gender_target,income_target,disability_target,source_file
2021,Colombia,Valle_del_Cauca,Cali_Norte,Health,1317284.2578664827,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Norte,Health,409917.08520765026,COP,True,Both,Low,No disability,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Norte,GBV_response,1676388.867806626,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Norte,GBV_response,548559.8232975958,COP,True,Women,Low,All,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Norte,Economic_support,1381964.8615669215,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Norte,Governance_participation,1715032.9409668169,COP,True,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Norte,Governance_participation,487614.15826699446,COP,True,Both,All,With disability,sample_budget_2021.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Norte,Education,1054920.2326875352,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Norte,Health,1508216.7252262381,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Norte,GBV_response,1102073.6067375015,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Norte,GBV_response,225664.33891728954,COP,True,Women,Low,With disability,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Norte,Economic_support,2244916.578342334,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Norte,Economic_support,637433.4088611436,COP,True,Women,Middle,With disability,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Norte,Governance_participation,1684145.4967786234,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Norte,Governance_participation,390385.18515156116,COP,True,Women,Middle,All,sample_budget_2022.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Norte,Education,1862839.6258057763,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Norte,Education,401999.4328473444,COP,True,Women,Low,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Norte,Health,1535387.999435257,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Norte,Health,429153.5092335117,COP,True,Women,Middle,No disability,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Norte,GBV_response,1060504.8809080394,COP,True,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Norte,GBV_response,296783.00527246116,COP,True,Both,Low,With disability,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Norte,Economic_support,2363023.806128068,COP,True,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Norte,Economic_support,723388.4620488017,COP,True,Both,Middle,With disability,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Norte,Governance_participation,2140279.679677009,COP,False,Both,All,All,sample_budget_2023.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Norte,Education,2494949.9901152793,COP,True,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Norte,Education,1054267.9253485268,COP,True,Women,All,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Norte,Health,1570479.4270933894,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Norte,Health,454731.87739146827,COP,True,Both,Low,With disability,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Norte,GBV_response,2101502.230086514,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Norte,GBV_response,916433.2383787958,COP,True,Both,Low,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Norte,Economic_support,2678376.932499825,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Norte,Economic_support,696571.6408711515,COP,True,Both,Low,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Norte,Governance_participation,2117729.5524163865,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Norte,Governance_participation,319051.4468606756,COP,True,Both,Low,With disability,sample_budget_2024.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Sur,Education,3876367.3052269025,COP,True,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Sur,Education,721899.4307894186,COP,True,Women,All,No disability,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Sur,Health,3232338.552668871,COP,True,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Sur,GBV_response,1580189.2408251315,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Sur,GBV_response,609393.6473717374,COP,True,Both,Middle,With disability,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Sur,Economic_support,2714501.9630945334,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Sur,Governance_participation,2677750.815668134,COP,False,Both,All,All,sample_budget_2020.xlsx
2020,Colombia,Valle_del_Cauca,Cali_Sur,Governance_participation,892900.7064585548,COP,True,Both,Low,With disability,sample_budget_2020.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Sur,Education,2584578.2815143913,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Sur,Education,800506.9238953268,COP,True,Both,Middle,No disability,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Sur,Health,1723898.6205688333,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Sur,GBV_response,2894539.7091978383,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Sur,GBV_response,1150004.0177261503,COP,True,Women,Low,No disability,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Sur,Economic_support,3449318.8896183087,COP,False,Both,All,All,sample_budget_2021.xlsx
2021,Colombia,Valle_del_Cauca,Cali_Sur,Governance_participation,1249784.0957731593,COP,False,Both,All,All,sample_budget_2021.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Sur,Education,3857811.7269568113,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Sur,Health,2445780.3219162873,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Sur,GBV_response,2748963.703215005,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Sur,GBV_response,728572.8239666141,COP,True,Women,Middle,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Sur,Economic_support,2088625.356428865,COP,False,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Sur,Governance_participation,4240326.627116845,COP,True,Both,All,All,sample_budget_2022.xlsx
2022,Colombia,Valle_del_Cauca,Cali_Sur,Governance_participation,1723090.2500979255,COP,True,Both,Low,With disability,sample_budget_2022.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Sur,Education,2927836.5586056267,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Sur,Health,2038358.1183287941,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Sur,Health,444097.05858309526,COP,True,Both,All,With disability,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Sur,GBV_response,1440532.3592791073,COP,False,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Sur,GBV_response,270888.1049245356,COP,True,Women,Middle,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Sur,Economic_support,3216195.772356908,COP,True,Both,All,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Sur,Economic_support,901129.4030672319,COP,True,Women,Low,All,sample_budget_2023.xlsx
2023,Colombia,Valle_del_Cauca,Cali_Sur,Governance_participation,1846133.2449713107,COP,False,Both,All,All,sample_budget_2023.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Sur,Education,2719905.260056627,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Sur,Education,455045.32352445245,COP,True,Women,Middle,With disability,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Sur,Health,2280947.6943591647,COP,True,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Sur,GBV_response,2447021.5786158815,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Sur,GBV_response,591980.2726601592,COP,True,Women,Low,With disability,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Sur,Economic_support,2840709.4767873874,COP,False,Both,All,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Sur,Economic_support,614218.7705050696,COP,True,Both,Low,All,sample_budget_2024.xlsx
2024,Colombia,Valle_del_Cauca,Cali_Sur,Governance_participation,3459743.2828239533,COP,True,Both,All,All,sample_budget_2024.xlsx
